"first_name","last_name","ssn","birthday","city","work" 
"یگانه","ولاشجردی","77759152415","1980-05-11","باغات عليرضا","پاریزان صنعت"
"محمدعلي","لاچینی","49549701271","2011-04-25","شهرستان يوسف","توليدی لوله هاي پلي اتيلن دوجداره بوشهر"
"رضا","موحد","80744969204","1989-08-02","شهرستان ياسمين","فرتاک ماشین"
"محمد","جلیلی","14642497700","1973-06-29","غرب رضا","زمزم آذربایجان"
"متین","اکبر پور","55438442756","2009-05-02","شهرستان آرش","گسترش صنايع و خدمات کشاورزي"
"رقيه","لاچینی","30326331759","1986-03-06","شمال اسما","توسعه گردشگري کاروانسراي پارس"
"اسرا","علیجانی","98618005989","2020-05-19","دهستان فاطمه","سهامی عام شهد – قند خوی"
"محمدمهدي","کابلی","86404930837","1986-09-19","روستای حسين","اگزوز خودرو خراسان"
"کوثر","سلطانی","74547824341","1991-02-12","جنوب پرنيا","پالايشگاه نفت تبريز"
"محیا","بهمنی","50794550829","2012-06-01","دهستان کيانا","ساخت تجهيزات سپاهان"
"نرگس","ملکیان","55672062121","2008-01-28","بندر ریحانه","پتروشیمی تند گویان"
"حنانه","نعمتی","53990243887","1980-05-15","روستای ايليا","شهرسازی و خانه سازی باغ میشه"
"هستي","هوشیار","80586187419","1970-07-12","شرق محمد","بیمه دی"
"محیا","کرمانی","22061746095","2006-12-28","جنوب يوسف","گروه انتشار، چاپ و تكثير"
"محمدیاسین","نوبختی","43146085028","1988-01-28","باغات آریا","یزد بسپار"
"محمدپارسا","زارع","64071513136","2014-11-08","شرق فاطمياسارينا","قند پارس"
"آتنا","وثاق","14004554148","2005-10-13","بندر اسما","مهندسان مشاور سازه"
"مهسا","معروف","85423324727","1980-10-14","باغات النا","صنایع نخ خمین"
"متین","صیادی","38246381572","2000-05-12","روستای مريم","آلومينيوم ايران"
"امیرحسین","صنایعی","13838574475","1975-07-04","روستای اميرعلي","ريسندگي و با فندگي كاشان"
"محمد طاها","مجتهدی","99576518760","2016-12-27","شهر یاسین","گروه محصولات چوبي"
"مهسا","عبدالمالکی","74285854589","1989-02-18","غرب يسنا","توکا ریل"
"فاطمه زهرا","مجتهدی","11282894046","1998-08-21","روستای آيدا","آرد زر"
"محيا","سماوات","72384855957","1993-06-09","شمال علي","بازرسی فنی و کنترل خوردگی تکین کو"
"اميرعباس","سعیدی","68538376127","1996-01-27","دهستان پارسا","ريسندگي و بافندگي ري"
"علی اصغر","سرخوشیان","43705392848","1974-05-15","بندر آيلين","بانك سامان"
"آیدا","ضابطی","27076433995","2019-02-25","روستای علی اصغر","طراحي مهندسي وساخت تجهيزات وابزارآلات سايپا"
"آيناز","فرجی","92790249135","2004-09-25","غرب علی","الكتريك خودرو شرق"
"علیرضا","بهمنی","71634028590","2011-08-25","روستای یاسین","کاشی نیلو"
"اميرمحمد","سرخوشیان","36721773359","1988-05-18","شرق سارینا","البرز دارو"
"باران","سعیدی","96503173475","2017-10-22","غرب سارا","بازرگانی صبا بیمه ایرانیان"
"هليا","سعیدی","54600461729","1996-07-18","باغات ابوالفضل","مواد اولیه دارویی تهران شیمی"
"محمدپارسا","بهمنی","85949358481","2018-08-03","بندر عرفان","پديده گستران غرب"
"رقيه","نوری","30504034452","2017-04-07","جنوب اميرمهدي","معماران پارس صنعت"
"مهدي","سماوات","13176618487","2016-11-10","باغات احسان","سازمان انرژی اتمی ایران"
"آرين","رسته","39144056370","1989-05-08","باغات الينا","سيمان اردبيل و آهك آذرشهر"
"حسنا","رضا زاده","95353762703","1970-10-11","دهستان کيانا","گروه مواد و محصولات دارويي"
"علي","گلپایگانی","12720195419","1977-08-08","جنوب نيايش","تامين ماسه ريخته گري"
"مهدیه","بهرامی","14734311777","1994-06-23","روستای فاطمه","پارس مسکن خزر"
"كیان","هنری","23443003798","1980-10-22","شهرستان مهدیس","فراورده های سیب زمینی پریس اصفهان"
"عباس","ملکیان","97853645175","1992-12-16","روستای محیا","تهیه و تولید خاک نسوز استقلال آباده"
"امیررضا","پارسا","67165116204","1997-07-24","شهرستان مبین","گسترش تجارت کالای ایرانیان"
"نرگس","پارسا","72854213580","1973-01-17","غرب مهسا","ساخته های فلزی اصفهان"
"یسنا","طلوعی","22604768902","2018-07-16","استان سوگند","صنايع شيميايي سينا"
"هلیا","کرمانی","48815634691","1974-01-07","غرب ستايش","نيرو كلر"
"اميرمحمد","کرمانی","99590016875","1978-12-12","شهر عرفان","احداث صنعت"
"محمدرضا","لاچینی","70852132724","1979-08-03","شمال ياسين","کشاورزی ودامپروری دشت نوین ملایرا"
"پارسا","شبیری","74057749370","1985-03-16","غرب اميرعباس","صنایع پتروشیمی ایران"
"کيان","زارع","31809037974","1970-04-30","غرب آتنا","پمپ سمنان انرژی"
"پارسا","کابلی","23669946537","1989-08-28","غرب ايليا","شهداب"
"مريم","چنگیزی","17876844903","2009-07-31","شمال عباس","گسترش صنایع انرژی آذرآب"
"دانیال","عبدالمالکی","59234551017","1999-08-14","استان مبينا","گروه ساخت راديو، تلويزيون و دستگاهها و وسايل ارتباطي"
"مهدیس","اشرفی","58462338993","1983-06-08","شهرستان آیدا","نورد و پروفيل پارس"
"پریا","سلطانی","24846496081","1975-04-21","جنوب نازنين","دامپروری و مرغداری دشت خرمدره"
"ثنا","رسته","72876780995","1993-01-28","شمال امیر علی","اوره و ؛آمونیک پتروشیمی زنجان"
"محمد مهدی","جعفر پور","57660675013","1997-06-13","روستای بنيامين","همکاران سیستم خوزستان"
"مبينا","کرمانی","12472789449","1999-11-19","باغات عرشیا","پارس سوئيچ"
"ابوالفضل","شاکری","52826097732","2009-01-11","شرق سجاد","صنايع نساجي ايران"
"اسما","ابوطالبی","11735835519","2010-05-18","شرق آرتين","صنعتی گام اراک"
"اميرحسين","عزیزی","74855450170","2014-12-15","بندر حسين","كارخانجات توليدي شيشه دارويي رازي"
"كیان","بهرامی","27534379388","1975-03-05","دهستان آتنا","كارتن البرز"
"مهدی","تهرانی","97468087664","1980-05-24","شهر مریم","قند اصفهان"
"علي","صیادی","63289496167","1975-06-27","شرق ايليا","کشتیرانی آریا"
"نیما","قاضی","35054302930","1982-08-27","شرق امیر علی","تامین تابلو"
"محمد","رفیعی","14208329547","1995-05-17","دهستان آرمین","صنعتي جنرال"
"حسام","ظفری","55706887734","2001-05-26","شمال یگانه","تلیسه نمونه"
"محدثه","جعفر پور","69725525871","2016-09-24","دهستان مائده","گروه واسطه گري هاي مالي"
"حلما","اکبر پور","54375457622","2015-08-30","شهر محمد","سرمايه گذاري نفت قشم"
"الناز","هنری","15887109542","1996-08-12","استان هانیه","تهیه و تولید خاک نسوز استقلال آباده"
"رضا","معروف","36356290446","2000-12-25","دهستان حسین","داروسازی گیلارانکو"
"آيناز","صیادی","42287218445","2001-06-17","بندر ايليا","گروه ساخت راديو، تلويزيون و دستگاهها و وسايل ارتباطي"
"آیدا","شادروان","83422382676","1981-06-17","شرق نازنين","شيميايي فرآورد قشم"
"ماهان","همدانی","77354780974","2008-03-23","باغات حسام","شهاب"
"محمدجواد","روحانی","39451308270","1986-12-13","بندر پرهام","مهندسي وتحقيقاتي فلزات غيرآهنی"
"سجاد","وثاق","38321559172","1984-08-20","باغات محمدامین","صنايع مس شهيد باهنر"
"امیر علی","لاچینی","97454831293","1974-03-23","شمال علي","بانک تجارت ایران"
"محمدرضا","رفیعی","96506467717","1973-01-17","شهر آیناز","تولیدی توس چینی"
"يسنا","ربانی","63230155406","1981-09-28","روستای محمدياسين","پلی ران اتصال"
"کيانا","روحانی","84186602991","2017-10-02","شهرستان مبین","بانک گردشگری"
"نیما","مهدیان","18818090534","1986-11-25","استان آريا","حمل و نقل ترکیبی کشتیرانی جمهوری اسلامی"
"بنیامین","عقیلی","30822145287","1983-08-04","غرب مهسا","آلومينيوم پارس"
"عرفان","رضا زاده","27869940713","2002-07-23","شمال محمدپارسا","تولي پرس"
"نيايش","ترکاشوند","92250271208","2002-11-10","دهستان اميرمحمد","پالایش نفت لاوان"
"طاها","سمسار","56703875552","1981-11-14","شرق ملیكا","تولید لوله و پوشش سلفچگان"
"باران","طلوعی","56673586339","2020-01-18","شرق علي","مجتمع صنايع لاستيك يزد"
"آرمين","پویان","93516907096","2003-01-19","شهر اسرا","آونگان"
