"ssn","number","operator" 
"21670196572","09982850135","رایتل"
"21670196572","09190440564","همراه اول"
"19632674702","09443226771","ایرانسل"
"51650926833","09259423045","رایتل"
"51650926833","09253055737","همراه اول"
"60177763569","09946276448","ایرانسل"
"60177763569","09251511363","همراه اول"
"55590845724","09744586398","رایتل"
"55590845724","09463792724","همراه اول"
"53572950267","09880844764","رایتل"
"53572950267","09185608354","رایتل"
"47456025190","09798073901","همراه اول"
"47456025190","09963384489","رایتل"
"50628306567","09161444961","رایتل"
"11827949981","09777028845","ایرانسل"
"11827949981","09951052821","همراه اول"
"11214507519","09357989712","ایرانسل"
"19058449214","09150524184","رایتل"
"57011818878","09317254986","همراه اول"
"77117030220","09131605673","ایرانسل"
"77117030220","09504766396","رایتل"
"67651030946","09485780097","ایرانسل"
"52494375067","09364865747","ایرانسل"
"92332537434","09520564137","رایتل"
"70722502104","09733187907","همراه اول"
"70722502104","09526895044","همراه اول"
"91967656301","09656572027","رایتل"
"44470127690","09461678079","ایرانسل"
"44470127690","09963492586","ایرانسل"
"11105454472","09772891733","رایتل"
"11105454472","09974797133","ایرانسل"
"30890659056","09192307828","همراه اول"
"12325225029","09694138066","رایتل"
"57146423973","09929339083","رایتل"
"57146423973","09441156615","همراه اول"
"71887741884","09562738049","همراه اول"
"42701689266","09488379788","رایتل"
"74365889804","09723708786","رایتل"
"88965427087","09562175877","ایرانسل"
"88965427087","09278004955","ایرانسل"
"91361138784","09962386144","رایتل"
"91361138784","09231970539","رایتل"
"64278505451","09116321319","رایتل"
"64278505451","09225654009","رایتل"
"40501085680","09586411450","همراه اول"
"40501085680","09505976656","رایتل"
"66912855907","09312690060","همراه اول"
"94867727958","09388617628","ایرانسل"
"94867727958","09475113482","همراه اول"
"61616011358","09549942666","ایرانسل"
"61616011358","09111044173","همراه اول"
"11630272760","09966476668","رایتل"
"24900076810","09181372181","رایتل"
"27154761511","09440087354","ایرانسل"
"27154761511","09547273187","ایرانسل"
"42098709890","09807442689","ایرانسل"
"30479514142","09553819389","همراه اول"
"30479514142","09612208643","رایتل"
"80833408201","09614221234","همراه اول"
"85605503925","09326769977","رایتل"
"74451157749","09739486199","ایرانسل"
"81135616914","09488875957","رایتل"
"95391753555","09997529143","رایتل"
"95391753555","09146662763","همراه اول"
"78454572391","09195996601","ایرانسل"
"82742261607","09665740799","رایتل"
"18606729040","09288927131","رایتل"
"18606729040","09558558378","همراه اول"
"60174652957","09974848352","ایرانسل"
"74511102592","09950941808","همراه اول"
"35889382968","09216008531","ایرانسل"
"35889382968","09916438618","ایرانسل"
"12497861990","09954468227","همراه اول"
"12497861990","09211705608","همراه اول"
"41247109790","09970423565","ایرانسل"
"41247109790","09272579046","همراه اول"
"65035478075","09291686139","رایتل"
"65035478075","09659058153","رایتل"
"63451239828","09162851924","رایتل"
"63451239828","09720508146","ایرانسل"
"12515399292","09613404174","همراه اول"
"43499873453","09283521248","رایتل"
"43499873453","09102856849","رایتل"
"77318884956","09973007550","همراه اول"
"28876414172","09257426277","ایرانسل"
"13936457324","09136315560","رایتل"
"13936457324","09690669620","همراه اول"
"79001580984","09376095255","ایرانسل"
"79001580984","09940854489","همراه اول"
"21558847223","09294254051","رایتل"
"64966037648","09286785622","ایرانسل"
"64966037648","09878092043","همراه اول"
"66034900016","09742711758","ایرانسل"
"66034900016","09601642971","همراه اول"
"62074759049","09432913397","رایتل"
"62074759049","09528182880","رایتل"
"61789458276","09701421132","ایرانسل"
"44623671983","09158884532","رایتل"
"80818491552","09584690469","همراه اول"
"80818491552","09969100919","همراه اول"
"43818253168","09275724595","رایتل"
"57816433695","09530151223","رایتل"
"57816433695","09455361829","رایتل"
"18956940236","09267920694","رایتل"
"18956940236","09972729503","ایرانسل"
"36324656514","09507123542","همراه اول"
"89347194144","09342609047","ایرانسل"
"51854617667","09636163255","ایرانسل"
"51854617667","09644736706","همراه اول"
"72239254954","09422065916","رایتل"
"50400207431","09460327548","همراه اول"
"65630218058","09825149221","ایرانسل"
"57118558687","09931007758","ایرانسل"
"83233793923","09171899336","رایتل"
"83233793923","09522587765","رایتل"
"95401006495","09720749264","رایتل"
"95401006495","09727720829","ایرانسل"
"84227087821","09127781962","ایرانسل"
"84227087821","09779244501","رایتل"
"47454919363","09622087246","همراه اول"
"47454919363","09691028832","ایرانسل"
"96378567786","09641041115","ایرانسل"
"96378567786","09948492998","همراه اول"
"29517385938","09143179553","رایتل"
"29517385938","09896056957","ایرانسل"
"48091383616","09670014019","ایرانسل"
"95176973867","09894959236","ایرانسل"
"70762830100","09391524025","ایرانسل"
"70762830100","09767806075","همراه اول"
"46661570799","09858917889","همراه اول"
"46661570799","09213410976","ایرانسل"
"27124097213","09349080959","ایرانسل"
"27124097213","09610491188","همراه اول"
"83675132334","09739697060","همراه اول"
"73964643699","09992856854","رایتل"
"31165809068","09699822801","ایرانسل"
"31165809068","09848649528","ایرانسل"
"59581891910","09934343700","همراه اول"
"88752893106","09385608967","ایرانسل"
"88752893106","09115147543","رایتل"
"92022281876","09476115693","رایتل"
"92022281876","09981930224","رایتل"
"15923695496","09494451393","ایرانسل"
"27025018931","09206962401","رایتل"
"27025018931","09111955036","رایتل"
"85329542401","09562069807","ایرانسل"
"85329542401","09535332894","ایرانسل"
"78542200603","09483585796","همراه اول"
"78710543384","09966176998","همراه اول"
"78710543384","09518703158","ایرانسل"
"73148108667","09555601109","ایرانسل"
"73148108667","09429662348","ایرانسل"
"67672638820","09964242557","رایتل"
"67672638820","09497758725","همراه اول"
"58879872696","09536060073","همراه اول"
"85006369452","09955407352","ایرانسل"
"85006369452","09595140876","همراه اول"
"95365830744","09803210108","رایتل"
"95365830744","09515240384","ایرانسل"
"48495646666","09575426375","همراه اول"
"48495646666","09506235052","ایرانسل"
"88113281973","09832795194","همراه اول"
"39981723071","09685244511","رایتل"
"48822197301","09337580152","رایتل"
"48822197301","09699138569","ایرانسل"
"48230607975","09402987340","رایتل"
"37197550257","09326752045","همراه اول"
"37197550257","09959411343","همراه اول"
"43202627529","09238655953","ایرانسل"
"43202627529","09807912199","رایتل"
"96201966043","09994259670","ایرانسل"
"69796016702","09353326503","رایتل"
"28227745556","09100012069","رایتل"
"86409485181","09112936237","همراه اول"
"86409485181","09832398234","ایرانسل"
"52984780828","09379696040","رایتل"
"52984780828","09617325516","ایرانسل"
"23355904160","09989075174","رایتل"
"23355904160","09345557669","همراه اول"
"52194442963","09499878433","ایرانسل"
"52194442963","09106740559","رایتل"
"71203898494","09667525588","ایرانسل"
"88583790996","09776498333","رایتل"
"62609041080","09853389338","ایرانسل"
"62609041080","09940994989","رایتل"
"44749770013","09216096575","ایرانسل"
"44749770013","09601796589","همراه اول"
"53874923412","09117913935","رایتل"
"53874923412","09109589154","همراه اول"
"80137923049","09975517682","رایتل"
"80137923049","09830635008","رایتل"
"86740752460","09568006842","همراه اول"
